Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Scraped Date
https://x.com/sennin_ai/status/2007759409510805983,"sennin_ai","We tried to stop it from overthinking.

We failed.",193363,53,3,3,2026-01-06T16:08:22.874+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Thegal121183753/status/2008569034791678052,"Thegal121183753","Waw",0,0,0,0,2026-01-06T15:59:09+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Quintin24/status/2008568608407121981,"Quintin24","@grok
 who is he?",11,0,0,1,2026-01-06T15:57:28+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Jla1905/status/2008564768710545550,"Jla1905","@grok
 make him bald and resemble Enzo Maresca.",22,0,0,1,2026-01-06T15:42:12+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Shmurk__zw/status/2008556456170471513,"Shmurk__zw","@grok
 remove Liam rosenior name and put Arnold Masoha",23,0,0,1,2026-01-06T15:09:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/iamYarri/status/2008550918539837441,"iamYarri","I predicted this
They need some one they can control without him battling and eye.
They need a 'yes sir' man",5,1,0,0,2026-01-06T14:47:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Officialcruiz2/status/2008550283832611105,"Officialcruiz2","@grok
 what is the likes count?",10,0,0,1,2026-01-06T14:44:39+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/kentskennedy/status/2008549801722556522,"kentskennedy","@grok
 just lol  it will end tears",16,0,0,1,2026-01-06T14:42:44+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/kunlekay2002/status/2008548718166110665,"kunlekay2002","@grok
 who is Liam?",14,0,0,1,2026-01-06T14:38:26+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/callmesimzy/status/2008546009237065964,"callmesimzy","@grok
 who is this guy and what's his achievements in football",20,0,0,1,2026-01-06T14:27:40+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/OKHASEME1/status/2008545146242298129,"OKHASEME1","Well, hope this new coach meets the expectation of the board and fans. Big coaches tend to turn down the chelsea job offer.",8,0,0,0,2026-01-06T14:24:14+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/ade_square01/status/2008544786920427907,"ade_square01","Chelsea always sign coaches for 6 and half years before they'll fire them a year later after disastrous campaign. I pray he managed to see till December end as Chelsea coach before they sack him.",13,1,1,0,2026-01-06T14:22:48+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/CesarWazen/status/2008544396606926871,"CesarWazen","I give him till the next international break, march max",12,1,0,0,2026-01-06T14:21:15+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Sukari_zw/status/2008541220168192195,"Sukari_zw","@grok
 tell us about this new head coach for chelsea",12,0,0,1,2026-01-06T14:08:38+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Abk_Ilyas03/status/2008540395190522290,"Abk_Ilyas03","What's the probability of him being sacked before june on a scale of 1-10? 
@grok",18,0,0,1,2026-01-06T14:05:21+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/omo_ola_eluku/status/2008539513547784552,"omo_ola_eluku","@grok
 what’s this man biography?",15,0,0,1,2026-01-06T14:01:51+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/fuying8988/status/2008524594966393287,"fuying8988","Win-win cooperation, surprises.",10,1,0,0,2026-01-06T13:02:34+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Adetexas1/status/2008515775880196340,"Adetexas1","No way they gave this random dude 6 years contract ",30,1,0,0,2026-01-06T12:27:32+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/devaaaang/status/2008513173562007937,"devaaaang","6 years & half contract like they won’t sack him before 2027",27,3,0,0,2026-01-06T12:17:11+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/devaaaang/status/2008513073011978348,"devaaaang","Six and a half years at Chelsea? bold. very bold. see you in november.",30,3,0,0,2026-01-06T12:16:47+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/KloutBox/status/2008504050187206938,"KloutBox","Liam Rosenior’s coaching and managerial experience 

Brighton – Under-23 Assistant Coach

Derby County – Specialist First-Team Coach
– Joined Derby in July 2019 as part of Phillip Cocu’s coaching staff.

Derby County – Assistant Manager
– Promoted to assistant manager under Wayne",1236,3,1,8,2026-01-06T11:40:56+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Timzyyofweb3/status/2008503471306404049,"Timzyyofweb3","Just get me tulchel back pls",52,1,0,0,2026-01-06T11:38:38+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/MA_CAULAY/status/2008502966932914350,"MA_CAULAY","This one will not last up to six months at Chelsea 
Bookmark this",19,2,0,0,2026-01-06T11:36:38+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/selfupgrade222/status/2008501524557971950,"selfupgrade222","A bold call and a long-term vision.
Chelsea aren’t just hiring a coach  they’re backing a belief, patience, and a future built with purpose. Now the real journey begins",249,0,0,0,2026-01-06T11:30:54+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/UniqueBeliefs/status/2008499733481091547,"UniqueBeliefs","Chelsea are always on weed 
6 yrs for a coach?
In less than 1yr 
Club Statement: Liam Rosenior",4756,48,1,2,2026-01-06T11:23:47+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/haniya_445/status/2008499188745806272,"haniya_445","A long contract signals belief in the project, now consistency and results have to follow.",9,1,0,0,2026-01-06T11:21:37+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/kainejohnson18/status/2008498523344695675,"kainejohnson18","Our coach Liam Rosenior is Young and Handsome... ..",771,0,0,4,2026-01-06T11:18:58+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/mikeoriv/status/2008497990819049875,"mikeoriv","You can already tell when a coach will be sacked before the end of the year",187,1,0,1,2026-01-06T11:16:51+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Mqammy_Enhle/status/2008497419261186324,"Mqammy_Enhle","Six year I don’t see him reach that with their pacebut time will tell",119,5,0,1,2026-01-06T11:14:35+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/saasbyMohd/status/2008496934479425985,"saasbyMohd","@grok
 six and a half years is wild 

either they’re finally committing to a long-term project or we’re getting another “mutual consent” tweet in 18 months",15,1,0,1,2026-01-06T11:12:39+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Arch_Afric/status/2008496752073343015,"Arch_Afric","Will be sacked before BTC goes back to $120k",5,2,0,0,2026-01-06T11:11:56+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Starlight_Scrib/status/2008496437232042189,"Starlight_Scrib","That’s Memphis Depay ",392,8,0,0,2026-01-06T11:10:41+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/SmartKid0808/status/2008496024814579747,"SmartKid0808","Liam Rosenior, has never won three consecutive matches in his managerial career",1570,18,0,2,2026-01-06T11:09:03+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/BushiSays/status/2008495902802243970,"BushiSays","A 6.5-year deal means commitment, patience, and a proper rebuild. Backing Rosenior long term could finally bring consistency and a clear identity back to the club. Exciting times ahead  ",443,0,0,0,2026-01-06T11:08:33+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/selor/status/2008494783715831998,"selor","Chelsea board waiting for a setback to bring in someone else",253,4,0,2,2026-01-06T11:04:07+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/vikogami/status/2008494677042045042,"vikogami","6 year contract. Businessmen in Chelsea got to be the most nonsensical",25,1,0,0,2026-01-06T11:03:41+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/CityBoyABJ/status/2008493969152635376,"CityBoyABJ","He doesn't know the mistake he just made but he will realize in 12 mint time ",173,2,0,0,2026-01-06T11:00:52+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Omebu014/status/2008493606974468399,"Omebu014","@grok
 who is Liam Rosenior?",72,1,0,2,2026-01-06T10:59:26+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/FrancCfc/status/2008493158703989051,"FrancCfc","We are pleased to welcome you to the best club in the world.

You will succeed in everything tactics you bring. Best of luck",112,1,0,0,2026-01-06T10:57:39+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/messiahreborn77/status/2008492863353757746,"messiahreborn77","6years but will be sacked after 6months ",113,2,0,1,2026-01-06T10:56:29+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Savageqeed/status/2008492796446146933,"Savageqeed","What's this dude's coaching credibility?",73,1,0,0,2026-01-06T10:56:13+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/The_Capraa/status/2008492697531937214,"The_Capraa","This guy is getting sacked before the season is over",26,2,0,2,2026-01-06T10:55:49+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/mysportdabng/status/2008492438437196039,"mysportdabng","Ladies and gentlemen Rosenior ball ",10,1,0,0,2026-01-06T10:54:47+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Dollar__SM/status/2008492400386416978,"Dollar__SM","Six years",240,0,0,0,2026-01-06T10:54:38+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Omondimikeoo/status/2008491608715796804,"Omondimikeoo","Done and dusted.  Welcome to Chelsea Fc Liam Rosenior",59,1,0,0,2026-01-06T10:51:30+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/BigRaw252/status/2008491336081793140,"BigRaw252","Chelsea giving a manager a contract until 2032 is like me promising to go gym in January. We all know how it ends ",16,2,1,0,2026-01-06T10:50:25+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Mugamb_ii/status/2008491236114776197,"Mugamb_ii","The Kenyan will see dust in the EPL",78,1,0,0,2026-01-06T10:50:01+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/BigRaw252/status/2008491049774403779,"BigRaw252","",11,1,1,0,2026-01-06T10:49:16+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/BigRaw252/status/2008491022393966850,"BigRaw252","",63,1,1,0,2026-01-06T10:49:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/zirk_ee/status/2008490744756277547,"zirk_ee","Six years of cooking... Ohhh I will be there.",20,1,0,0,2026-01-06T10:48:04+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/n2xsol/status/2008490231692210275,"n2xsol","dafuq is this guy?",70,4,1,1,2026-01-06T10:46:01+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Ever_Vee2/status/2008490178479014396,"Ever_Vee2","This strikes me as the longest contract ever, 6 whole years??

Doesn't this feel like Chelsea telling us ""we are tired of sacking managers""?  

Let's see how this plays out by the way.",106,3,1,1,2026-01-06T10:45:49+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/wavymff/status/2008490106857157015,"wavymff","ei",78,1,0,0,2026-01-06T10:45:32+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/opimpibar1/status/2008489961935540401,"opimpibar1","Chelsea fans…what are your honest thoughts on this one???",67,2,1,0,2026-01-06T10:44:57+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Sir_Oteey/status/2008489085766430853,"Sir_Oteey","Bald has been replaced with hair

Without glasses has been replaced with glasses

But same old, same old",32,2,1,0,2026-01-06T10:41:28+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/g_ndamwe/status/2008488953184465101,"g_ndamwe","He will soon find out",71,1,0,0,2026-01-06T10:40:57+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Kershaw444/status/2008488784900616696,"Kershaw444","Championship manager",477,2,0,2,2026-01-06T10:40:16+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/LexMccarty/status/2008488647415488536,"LexMccarty","He will be the second black to coach Chelsea",12,0,0,0,2026-01-06T10:39:44+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/cylodeman/status/2008488253893063073,"cylodeman","Asking Chelsea football club to stick with a manager for the long haul is like asking a leopard to change it's skin",62,1,0,0,2026-01-06T10:38:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/ADHOnChain/status/2008488213325955202,"ADHOnChain","Six-and-a-half years is massive in modern football — shows Chelsea want stability and a long-term project.
Interesting to see how Rosenior shapes the team over that period.",105,1,0,0,2026-01-06T10:38:00+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/iamcheropmark/status/2008488126260670800,"iamcheropmark","Like if you know he won't finish 2 Years in charge ",131,2,0,0,2026-01-06T10:37:39+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/alawodemofi/status/2008488110473310602,"alawodemofi","",89,1,0,0,2026-01-06T10:37:36+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/AfcN5Charles/status/2008488092664295774,"AfcN5Charles","I hope he is ready for the pressure that comes with this club and league. Hopefully he lasts. 

Goodluck to him.",326,1,0,0,2026-01-06T10:37:31+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/AnalystAdekola/status/2008487938909462836,"AnalystAdekola","Welcome Liam 

Meanwhile, I wrote a message to Cristiano Ronaldo",748,0,0,0,2026-01-06T10:36:55+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/lynn130415/status/2008487327547748685,"lynn130415","Six and half contract . Chelsea board are so dvmb bro. This mid coach would be sacked before December",323,7,1,1,2026-01-06T10:34:29+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/JerryFCB_96/status/2008487233201074465,"JerryFCB_96","Liam Delap no dey see top 
You go carry Liam Rosalinda ",471,6,0,0,2026-01-06T10:34:06+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Fife_Utensils/status/2008487100291895563,"Fife_Utensils","2032?

Chelsea are just deceiving themselves.

Give him a short contract, and if he performs to expectation, increase.",143,2,0,0,2026-01-06T10:33:35+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/cryptic_caller/status/2008486906796142675,"cryptic_caller","After 1 month in the epl",111,4,0,0,2026-01-06T10:32:49+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/BenjaminTh41948/status/2008486810285207830,"BenjaminTh41948","Six-and-a-half years is serious trust. Let’s see what Rosenior can build.",885,1,0,1,2026-01-06T10:32:26+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/MaikaramaWeb3/status/2008486785253572669,"MaikaramaWeb3","Is there chance for other players like Sterling to be integrated into the squad now?",12,1,0,0,2026-01-06T10:32:20+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/DanielofTruth/status/2008486630865383794,"DanielofTruth","I bet he won't last a year with Chelsea",76,3,0,1,2026-01-06T10:31:43+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Cryptosaga001/status/2008486618970345595,"Cryptosaga001","Chelsea is already a success",30,0,0,0,2026-01-06T10:31:40+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Xperience_Snr/status/2008486513072632315,"Xperience_Snr","OFFICIA:

Chelsea football club have announced the departure of head coach Liam Souvenir. 

September, 2027.",1879,1,0,1,2026-01-06T10:31:15+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/ManUtdEraHQ/status/2008486456638271785,"ManUtdEraHQ","His stay in Hull City:

Games Managed: 78 
Games Won: 27 
Games Lost: 28 
Games Drawn: 23

Chelsea now out of top 4 race",187,2,0,1,2026-01-06T10:31:01+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/mydevilsopinion/status/2008486399021047849,"mydevilsopinion","He’s here and he’s sh1t ",42,2,0,0,2026-01-06T10:30:48+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Wundakid49/status/2008486224076697643,"Wundakid49","Welcome Liam",123,0,0,0,2026-01-06T10:30:06+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Jesse_2977/status/2008486205877612693,"Jesse_2977","",37,1,0,0,2026-01-06T10:30:02+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Jesse_2977/status/2008486165322887322,"Jesse_2977","Eat",33,1,0,0,2026-01-06T10:29:52+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Iamaduura1/status/2008486160696570345,"Iamaduura1","Chelsea went to sign Memphis delay as coach ",14555,142,0,6,2026-01-06T10:29:51+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Donmarvey1212/status/2008486123769917481,"Donmarvey1212","This won't last and he will be sacked again 

Meanwhile have you seen $Noya 
@NetworkNoya
 ?",56,1,0,0,2026-01-06T10:29:42+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/YaGunnerss/status/2008485914930979034,"YaGunnerss","I bet he can’t last 6 months.",122,2,0,0,2026-01-06T10:28:52+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Lifesucksffs/status/2008485901606023491,"Lifesucksffs","Heeeh,let’s see what he has to offer Chelsea!",87,1,0,0,2026-01-06T10:28:49+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/therealjisboy/status/2008485869645427059,"therealjisboy","Una don deceive this one with 6years contract.",26,0,0,0,2026-01-06T10:28:41+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/real_nkay001/status/2008485829040292144,"real_nkay001","Six years",163,2,0,0,2026-01-06T10:28:32+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Tanshi_sri/status/2008485780176728566,"Tanshi_sri","A 6.5-year contract in modern football is the real shock here ",1728,2,0,0,2026-01-06T10:28:20+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/newton_wachiye/status/2008485778108698716,"newton_wachiye","Great",1113,2,0,0,2026-01-06T10:28:20+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Dahlia_800/status/2008485737805807645,"Dahlia_800","congrats on the new coach",39,1,0,0,2026-01-06T10:28:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/WinsLFC/status/2008485722873827478,"WinsLFC","Congrats Chelsea.
The last of the terrible three is looking at you.
Liverpool do your thing.",1682,26,0,1,2026-01-06T10:28:06+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/real_nkay001/status/2008485710702252381,"real_nkay001","Nooo",199,1,0,0,2026-01-06T10:28:03+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/DBR1804/status/2008485613516058852,"DBR1804","1 year later ;",699,3,0,0,2026-01-06T10:27:40+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/CharlzFCB/status/2008485568490184798,"CharlzFCB","Welcome to the WORST TEAM ITW",809,2,0,0,2026-01-06T10:27:30+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/I1_4PF/status/2008485553944359400,"I1_4PF","How many years does he last you reckon!?",52,1,0,0,2026-01-06T10:27:26+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/eetz_naheem/status/2008485509480280443,"eetz_naheem","The best manager has arrived and he’ll win the UCL before Farteta",197,0,0,0,2026-01-06T10:27:15+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/Yesandyou_/status/2008485504929722827,"Yesandyou_","congrats to rosenior on new role",39,0,0,0,2026-01-06T10:27:14+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/buildwithjulius/status/2008485488110268593,"buildwithjulius","Wait… until 2032? Chelsea really going all in on Rosenior ",1439,1,0,1,2026-01-06T10:27:10+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/sackey_james6/status/2008485482255315214,"sackey_james6","Dont play this guy",1166,12,2,2,2026-01-06T10:27:09+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/nasty2ways/status/2008485460616618460,"nasty2ways","Already better than pep and Arteta combined",5006,17,0,2,2026-01-06T10:27:04+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/DfineA25/status/2008485451276190158,"DfineA25","What a fine man lmao ",407,0,0,1,2026-01-06T10:27:02+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/beleouq/status/2008485449795330442,"beleouq","Tor
Let’s see what this one have to offer
Wishing them the best yeah",37,1,0,0,2026-01-06T10:27:01+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/DrVaries/status/2008485420401836095,"DrVaries","Chelsea missed it again. Imagine signing a mid manager who has only 7 wins in 17 games at Strasbourg . Anyways, Chelsea’s loss is my happiness .",10017,33,1,5,2026-01-06T10:26:54+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/duna_mix/status/2008485412684374094,"duna_mix","W",23,0,0,0,2026-01-06T10:26:52+00:00,2026-01-06T16:08:44.729686+00:00
https://x.com/thekingsmanUG/status/2008485405092458877,"thekingsmanUG","How are these games ending!??

Register with @secretbet_com via 
http://
slim.link/LKjfvt6 for best odds and bonuses

Promocode; FIR256",729,0,0,0,2026-01-06T10:26:51+00:00,2026-01-06T16:08:44.729686+00:00
